metaamr_id	gene	protein_id	type	phenotype	mechanism	source
MAMR003690	blaPDC-338	WP_148044430.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003691	blaPDC-339	WP_148044431.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003692	blaPDC-340	WP_148044432.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003693	blaPDC-341	WP_148044433.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003694	blaPDC-342	WP_148044434.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003695	blaPDC-343	WP_148044435.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003696	blaPDC-344	WP_148044436.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003697	blaPDC-345	WP_148044437.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003698	blaPDC-346	WP_148044438.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003699	blaPDC-347	WP_148044439.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003700	blaPDC-348	WP_148044440.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003701	blaPDC-349	WP_148044441.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003702	blaPDC-350	WP_148044442.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003703	blaPDC-351	WP_148044443.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003704	blaPDC-352	WP_148044444.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003705	blaPDC-354	WP_148044445.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003706	blaPDC-355	WP_148044446.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003707	blaPDC-356	WP_148044447.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003708	blaPDC-357	WP_148044448.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003709	blaPDC-358	WP_148044449.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003710	blaPDC-359	WP_148044450.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003711	blaPDC-360	WP_148044451.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003712	blaPDC-362	WP_148044452.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003713	blaPDC-363	WP_148044453.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003714	blaPDC-365	WP_148044454.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003715	blaPDC-366	WP_148044455.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003716	blaPDC-368	WP_148044456.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003717	blaPDC-369	WP_148044457.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003718	blaPDC-370	WP_148044458.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003719	blaPDC-372	WP_148044459.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003720	blaPDC-373	WP_148044460.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003721	blaPDC-375	WP_148044461.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003722	blaPDC-376	WP_148044462.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003723	blaPDC-377	WP_148044463.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003724	blaPDC-378	WP_148044464.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003725	blaPDC-379	WP_148044465.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003726	blaPDC-380	WP_148044466.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003727	blaPDC-381	WP_148044467.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003728	blaPDC-382	WP_148044468.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003729	blaPDC-383	WP_148044469.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003730	blaPFM-1	WP_148044470.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003731	blaPNGM-1	WP_148044471.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003732	blaTEM-241	WP_148044472.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003733	blaTEM-242	WP_148044473.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003734	blaTEM-39	WP_148044474.1	AMR		enzyme	AMRFinder
MAMR003735	blaVEB-22	WP_148044475.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003736	blaVIM-68	WP_148044476.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003737	mcr-1.22	WP_148044477.1	AMR	colistin	other	AMRFinder
MAMR003738	mcr-5.4	WP_148044478.1	AMR	colistin	other	AMRFinder
MAMR003739	blaOXA-837	WP_148281568.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003740	qnrVC9	WP_148560450.1	AMR		other	AMRFinder
MAMR003741	aac(6')-Ib-G	WP_148937512.1	AMR	gentamicin	other	AMRFinder
MAMR003742	efa1	CAC81883.1	AMR		other	AMRFinder
MAMR003743	dfrA39	WP_149100971.1	AMR	trimethoprim	other	AMRFinder
MAMR003744	ant(3'')-Ib	WP_149316740.1	AMR	spectinomycin/streptomycin	other	AMRFinder
MAMR003745	aac(3)-IVb	WP_149317372.1	AMR	apramycin/gentamicin/tobramycin	other	AMRFinder
MAMR003746	merT	CAA70196.1	AMR	mercury	other	AMRFinder
MAMR003747	tet(X5)	WP_150378267.1	AMR	tigecycline	other	AMRFinder
MAMR003748	arsB_Lm	KAA9473339.1	AMR	arsenite	efflux	AMRFinder
MAMR003749	arsD	KAA9473340.1	AMR	arsenite	efflux	AMRFinder
MAMR003750	arsA	KAA9473341.1	AMR	arsenite	efflux	AMRFinder
MAMR003751	arsD	KAA9473342.1	AMR	arsenite	efflux	AMRFinder
MAMR003752	arsR_Tn7102	KAA9473343.1	AMR	arsenite	other	AMRFinder
MAMR003753	blaOXA-1152	WP_150662373.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003754	blaOXA-1149	WP_150664304.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003755	blaADC-197	WP_150823452.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003756	blaADC-198	WP_150823453.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003757	blaADC-200	WP_150823454.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003758	blaADC-201	WP_150823455.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003759	blaADC-202	WP_150823456.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003760	blaADC-204	WP_150823457.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003761	blaADC-205	WP_150823458.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003762	blaADC-206	WP_150823459.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003763	blaADC-208	WP_150823460.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003764	blaADC-209	WP_150823461.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003765	blaADC-210	WP_150823462.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003766	blaADC-211	WP_150823463.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003767	blaAXC-4	WP_150823464.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003768	blaAXC-5	WP_150823465.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003769	blaCARB-51	WP_150823466.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003770	blaCARB-52	WP_150823467.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003771	blaEBR-3	WP_150823468.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003772	blaIMP-65	WP_150823469.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003773	blaOXA-838	WP_150823470.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003774	blaOXA-839	WP_150823471.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003775	blaOXA-840	WP_150823472.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003776	blaOXA-841	WP_150823473.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003777	blaOXA-843	WP_150823474.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003778	blaOXA-844	WP_150823475.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003779	blaOXA-845	WP_150823476.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003780	blaOXA-849	WP_150823477.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003781	blaPDC-318	WP_150823478.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003782	blaPDC-320	WP_150823479.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003783	blaPDC-321	WP_150823480.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003784	blaPDC-323	WP_150823481.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003785	blaPDC-324	WP_150823482.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003786	blaPDC-325	WP_150823483.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003787	blaPDC-326	WP_150823484.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003788	blaPDC-327	WP_150823485.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003789	blaPDC-328	WP_150823486.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003790	blaPDC-329	WP_150823487.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003791	blaPDC-330	WP_150823488.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003792	blaPDC-331	WP_150823489.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003793	blaPDC-332	WP_150823490.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003794	blaPDC-384	WP_150823491.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003795	blaPDC-385	WP_150823492.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003796	blaPDC-386	WP_150823493.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003797	blaPST-2	WP_150823494.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003798	blaTEM-240	WP_150823495.1	AMR		enzyme	AMRFinder
MAMR003799	mcr-3.28	WP_150823496.1	AMR	colistin	other	AMRFinder
MAMR003800	mcr-8.3	WP_150823497.1	AMR	colistin	other	AMRFinder
MAMR003801	blaGMA-2	WP_150896653.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003802	blaOXA-1161	WP_151027527.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003803	aac(6')-Ib-cr8	WP_151346866.1	AMR	amikacin/kanamycin/quinolone/tobramycin	other	AMRFinder
MAMR003804	faeG	ACB72721.1	AMR		other	AMRFinder
MAMR003805	aac(6')-Ib-G	WP_151405943.1	AMR	gentamicin	other	AMRFinder
MAMR003806	blaOXA-1197	WP_151713720.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003807	espC	AAC44731.1	AMR		efflux	AMRFinder
MAMR003808	blaOXA-930	WP_151781119.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003809	blaOXA-1193	WP_151798075.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003810	blaOXA-1196	WP_151810644.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003811	blaOXA-1195	WP_151825371.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003812	tva(A)	WP_151874537.1	AMR	tiamulin	other	AMRFinder
MAMR003813	blaACT-73	WP_152315464.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003814	blaIMP-85	WP_152315465.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003815	blaMIR-23	WP_152315466.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003816	blaNDM-25	WP_152315467.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003817	blaOXA-830	WP_152315468.1	AMR		enzyme	AMRFinder
MAMR003818	blaOXA-852	WP_152315469.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003819	blaOXA-857	WP_152315470.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003820	blaOXA-858	WP_152315471.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003821	blaOXA-859	WP_152315472.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003822	blaOXA-860	WP_152315473.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003823	blaOXA-861	WP_152315474.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003824	blaOXA-862	WP_152315475.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003825	blaOXA-863	WP_152315476.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003826	blaOXA-864	WP_152315477.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003827	blaOXA-865	WP_152315478.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003828	blaOXA-866	WP_152315479.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003829	blaOXA-867	WP_152315480.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003830	blaOXA-868	WP_152315481.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003831	blaOXA-869	WP_152315482.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003832	blaOXA-870	WP_152315483.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003833	blaOXA-871	WP_152315484.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003834	blaOXA-872	WP_152315485.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003835	blaOXA-873	WP_152315486.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003836	blaOXA-874	WP_152315487.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003837	blaOXA-875	WP_152315488.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003838	blaOXA-876	WP_152315489.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003839	blaOXA-877	WP_152315490.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003840	blaOXA-878	WP_152315491.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003841	blaOXA-879	WP_152315492.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003842	blaOXA-880	WP_152315493.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003843	blaOXA-881	WP_152315494.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003844	blaOXA-882	WP_152315495.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003845	blaOXA-883	WP_152315496.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003846	blaOXA-884	WP_152315497.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003847	blaOXA-885	WP_152315498.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003848	blaOXA-886	WP_152315499.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003849	blaOXA-887	WP_152315500.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003850	blaOXA-888	WP_152315501.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003851	blaOXA-889	WP_152315502.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003852	blaOXA-890	WP_152315503.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003853	blaOXA-891	WP_152315504.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003854	blaOXA-892	WP_152315505.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003855	blaPDC-387	WP_152315506.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003856	blaPDC-388	WP_152315507.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003857	blaLEN-35	WP_152330887.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003858	blaLEN-36	WP_152330888.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003859	blaLEN-37	WP_152330889.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003860	blaSHV-4	WP_152330890.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003861	blaACT-86	WP_152819218.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003862	blaACT-85	WP_154123408.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003863	blaOXA-899	WP_154205474.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003864	blaOXA-898	WP_154205589.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003865	blaRATA-2	WP_154469535.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003866	blaOXY-11-1	WP_154679523.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003867	blaOXY-6-8	WP_154951884.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003868	blaCMH-10	WP_155023054.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003869	blaOXY-6-9	WP_155037090.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003870	blaVIM-80	WP_155684882.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003871	blaADC-221	WP_156404644.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003872	blaCMH-6	WP_156404645.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003873	blaCMY-168	WP_156404646.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003874	blaCMY-169	WP_156404647.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003875	blaCMY-170	WP_156404648.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003876	blaCTX-M-143	WP_156404649.1	AMR		enzyme	AMRFinder
MAMR003877	blaCTX-M-230	WP_156404650.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003878	blaCTX-M-231	WP_156404651.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003879	blaCTX-M-232	WP_156404652.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003880	blaCTX-M-233	WP_156404653.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003881	blaMOX-14	WP_156404654.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003882	blaNDM-26	WP_156404655.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003883	blaNDM-29	WP_156404656.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003884	blaOKP-B-24	WP_156404657.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003885	blaOXA-896	WP_156404658.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003886	blaPER-14	WP_156404659.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003887	blaPFM-3	WP_156404660.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003888	blaSHV-115	WP_156404661.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003889	blaVEB-23	WP_156404662.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003890	blaVEB-24	WP_156404663.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003891	blaKPC-53	WP_156649232.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003892	blaCTX-M-236	WP_156658722.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003893	ariR	AAC74250.1	AMR		other	AMRFinder
MAMR003894	narA	QHA94808.1	AMR	maduramicin/narasin/salinomycin	efflux	AMRFinder
MAMR003895	narB	QHA94809.1	AMR	maduramicin/narasin/salinomycin	efflux	AMRFinder
MAMR003896	blaKPC-52	WP_158208806.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003897	blaKPC-51	WP_158208923.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003898	acrF	AAC76298.1	AMR	efflux	efflux	AMRFinder
MAMR003899	blaCAE-1	WP_158386862.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003900	blaEC	AAC77110.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003901	mdtM	AAC77293.1	AMR	efflux	efflux	AMRFinder
MAMR003902	blaGOB-52	WP_159108984.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003903	blaADC-234	WP_159162532.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003904	aac(6')-Ib-cr11	WP_159241551.1	AMR	amikacin/kanamycin/quinolone/tobramycin	other	AMRFinder
MAMR003905	aac(6')-Ib-AKT	WP_159287722.1	AMR	amikacin/kanamycin/tobramycin	other	AMRFinder
MAMR003906	blaTEM-37	WP_159373457.1	AMR		enzyme	AMRFinder
MAMR003907	blaADC-225	WP_160164833.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003908	blaADC-227	WP_160164834.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003909	blaADC-228	WP_160164835.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003910	blaADC-229	WP_160164836.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003911	blaADC-230	WP_160164837.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003912	blaADC-231	WP_160164838.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003913	blaKPC-54	WP_160164839.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003914	blaVEB-25	WP_160164840.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003915	mcr-1.23	WP_160164897.1	AMR	colistin	other	AMRFinder
MAMR003916	mcr-1.24	WP_160164898.1	AMR	colistin	other	AMRFinder
MAMR003917	mcr-1.25	WP_160164899.1	AMR	colistin	other	AMRFinder
MAMR003918	blaOXY-1-16	WP_160741710.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003919	arsB_Lm	KAF1296202.1	AMR	arsenite	efflux	AMRFinder
MAMR003920	blaOXA-917	WP_161507793.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003921	fosL1	WP_161667239.1	AMR	fosfomycin	other	AMRFinder
MAMR003922	efa1	AAL57562.1	AMR		other	AMRFinder
MAMR003923	nleB	AAL57565.1	AMR		other	AMRFinder
MAMR003924	blaOXY-1-17	WP_162121893.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003925	blaOXA-909	WP_162278338.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003926	blaOXA-910	WP_162280230.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003927	blaPJM-2	WP_162338672.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003928	gar	WP_162615879.1	AMR	gentamicin	target_protection	AMRFinder
MAMR003929	cadC_Lm	BCA86950.1	AMR	cadmium	other	AMRFinder
MAMR003930	cadA_Lm	BCA86951.1	AMR	cadmium	other	AMRFinder
MAMR003931	ibeA	AAF98391.2	AMR		other	AMRFinder
MAMR003932	blaPEN-B4	WP_163122236.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003933	blaOXA-1005	WP_163170629.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003934	mcr-1.27	WP_163397051.1	AMR	colistin	other	AMRFinder
MAMR003935	blaOXY-2-20	WP_163530110.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003936	blaKPC-181	WP_163591930.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003937	blaACT-78	WP_164461280.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003938	blaACT-79	WP_164461281.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003939	blaACT-80	WP_164461282.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003940	blaACT-81	WP_164461283.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003941	blaACT-82	WP_164461284.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003942	blaACT-83	WP_164461285.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003943	blaCVI-1	WP_164461288.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003944	blaOXA-897	WP_164461290.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003945	blaOXA-903	WP_164461291.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003946	blaOXA-907	WP_164461292.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003947	blaPDC-389	WP_164461293.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003948	blaPDC-390	WP_164461294.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003949	blaPDC-391	WP_164461295.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003950	blaPDC-392	WP_164461296.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003951	blaPDC-393	WP_164461297.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003952	blaPDC-394	WP_164461298.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003953	blaPDC-395	WP_164461299.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003954	blaPDC-396	WP_164461300.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003955	blaPDC-397	WP_164461301.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003956	blaTEM-228	WP_164461302.1	AMR		enzyme	AMRFinder
MAMR003957	blaVIM-70	WP_164461303.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003958	blaCMY-136	WP_164924988.1	AMR		enzyme	AMRFinder
MAMR003959	msr(F)	WP_164941513.1	AMR	erythromycin/pristinamycin	other	AMRFinder
MAMR003960	rmpD	QIK04195.1	AMR		other	AMRFinder
MAMR003961	blaTEM-31	WP_165539487.1	AMR		enzyme	AMRFinder
MAMR003962	lsa(D)	WP_165713684.1	AMR	lincosamide/streptogramin	other	AMRFinder
MAMR003963	blaYOC-1	WP_167809787.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003964	blaCMY-171	WP_168247875.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003965	blaCTX-M-153	WP_168247876.1	AMR		enzyme	AMRFinder
MAMR003966	blaCTX-M-234	WP_168247877.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003967	blaCTX-M-235	WP_168247878.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003968	blaFOX-17	WP_168247879.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003969	blaIDC-1	WP_168247881.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003970	blaIDC-2	WP_168247882.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003971	blaKPC-55	WP_168247883.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003972	blaOXA-911	WP_168247884.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003973	blaPDC-398	WP_168247885.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003974	blaPDC-399	WP_168247886.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003975	blaPDC-400	WP_168247887.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003976	blaPDC-401	WP_168247888.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003977	blaPDC-403	WP_168247889.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003978	blaPDC-404	WP_168247890.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003979	blaPDC-405	WP_168247891.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003980	blaPDC-406	WP_168247892.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003981	blaPDC-409	WP_168247893.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003982	blaPDC-410	WP_168247894.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003983	blaPDC-411	WP_168247895.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003984	blaPDC-412	WP_168247896.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003985	blaPDC-413	WP_168247897.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003986	blaPDC-414	WP_168247898.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003987	blaPDC-415	WP_168247899.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003988	blaPDC-416	WP_168247900.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003989	blaPDC-417	WP_168247901.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003990	blaPDC-418	WP_168247902.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003991	blaPDC-419	WP_168247903.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003992	blaPDC-420	WP_168247904.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003993	blaPDC-421	WP_168247905.1	AMR	cephalosporin	enzyme	AMRFinder
